sample_idx,timestamp,C3,C4,Cz,Fz,label_int,label_str
5526,21.5859375,-8.2816,12.5352,-8.0209,-2.2945,0,REST
5527,21.58984375,-4.068,12.5647,-7.9567,-4.5037,0,REST
5528,21.59375,-0.5069,9.1245,-8.3939,-6.398,0,REST
5529,21.59765625,4.7258,12.2637,-13.1738,-7.9319,0,REST
5530,21.6015625,3.8172,6.9504,-11.8342,-7.0211,0,REST
5531,21.60546875,7.4559,8.2274,-10.2282,-9.4141,0,REST
5532,21.609375,8.5578,3.7817,-6.6635,-10.0658,0,REST
5533,21.61328125,9.3692,-1.2489,-5.5535,-11.9894,0,REST
5534,21.6171875,9.3211,-3.046,-3.5658,-6.7233,0,REST
5535,21.62109375,8.1609,-7.6163,-3.0198,-4.4276,0,REST
5536,21.625,8.1331,-8.5566,2.88,-0.6754,0,REST
5537,21.62890625,7.4077,-12.8183,0.4185,0.4631,0,REST
5538,21.6328125,4.5596,-10.8587,10.5175,4.1363,0,REST
5539,21.63671875,5.9499,-12.2264,9.4886,4.226,0,REST
5540,21.640625,-0.0512,-11.936,10.9163,8.1496,0,REST
5541,21.64453125,-1.7496,-11.5539,8.5119,10.7557,0,REST
5542,21.6484375,-6.8454,-10.2989,8.4749,10.158,0,REST
5543,21.65234375,-7.7084,-6.0884,9.7272,10.7221,0,REST
5544,21.65625,-7.1357,-3.3277,7.7381,6.9091,0,REST
5545,21.66015625,-6.9287,-1.952,4.4875,6.5177,0,REST
5546,21.6640625,-8.4021,3.8648,5.0349,5.5381,0,REST
5547,21.66796875,-4.5299,4.0569,-0.3901,-0.1074,0,REST
5548,21.671875,-5.8414,9.1304,-0.1687,2.0344,0,REST
5549,21.67578125,-10.5691,5.1436,-1.8333,-2.7484,0,REST
5550,21.6796875,-4.7705,13.0123,-3.1531,-5.6581,0,REST
5551,21.68359375,-2.0955,9.8029,-0.9871,-11.8623,0,REST
5552,21.6875,3.744,8.9592,-7.0314,-9.389,0,REST
5553,21.69140625,0.0864,8.4178,-4.2139,-9.5524,0,REST
5554,21.6953125,3.5989,9.3929,-5.3447,-12.6892,0,REST
5555,21.69921875,2.3178,6.1721,-2.6161,-15.7545,0,REST
5556,21.703125,3.721,3.6569,-4.2019,-10.7302,0,REST
5557,21.70703125,4.1441,-2.4098,-3.4691,-8.2134,0,REST
5558,21.7109375,1.0074,-2.701,-1.8847,-7.3233,0,REST
5559,21.71484375,3.0233,-5.7233,-2.6127,-3.3636,0,REST
5560,21.71875,2.7699,-3.7354,-0.2585,-0.5317,0,REST
5561,21.72265625,5.3831,-8.3838,-3.3406,2.4399,0,REST
5562,21.7265625,0.3308,-7.678,-4.9728,4.7075,0,REST
5563,21.73046875,2.4924,-9.0363,-2.983,8.9576,0,REST
5564,21.734375,-0.9009,-7.7987,-0.6668,10.163,0,REST
5565,21.73828125,1.6451,-6.9101,4.0605,13.4299,0,REST
5566,21.7421875,-0.1277,-6.0352,1.7147,12.2151,0,REST
5567,21.74609375,-2.8641,-5.5833,4.5643,11.6219,0,REST
5568,21.75,-1.4218,-3.1488,-1.1833,2.8357,0,REST
5569,21.75390625,-0.8244,-0.6538,1.7983,6.8303,0,REST
5570,21.7578125,-1.4645,3.1213,5.1809,7.4496,0,REST
5571,21.76171875,-2.3702,1.7174,1.702,-1.5074,0,REST
5572,21.765625,-8.2555,3.6162,5.5194,-4.4104,0,REST
5573,21.76953125,-4.3895,6.4438,0.4612,-1.599,0,REST
5574,21.7734375,-5.374,4.9101,2.4138,-10.1528,0,REST
5575,21.77734375,-5.4636,7.8008,0.2723,-12.6968,0,REST
5576,21.78125,-7.1003,8.2285,5.0533,-11.5417,0,REST
5577,21.78515625,-5.7132,8.7101,1.0259,-19.1876,0,REST
5578,21.7890625,-6.3203,6.5636,3.9573,-10.9746,0,REST
5579,21.79296875,-2.1115,4.0663,0.2771,-10.2648,0,REST
5580,21.796875,-2.1838,4.3522,0.7384,-5.7846,0,REST
5581,21.80078125,-1.9488,1.9293,-5.0898,-3.304,0,REST
5582,21.8046875,-5.7437,0.0322,-2.6771,-1.2119,0,REST
5583,21.80859375,1.2178,-5.7802,-3.8638,1.5048,0,REST
5584,21.8125,-0.0917,-1.1667,-4.3711,6.3845,0,REST
5585,21.81640625,3.235,-0.7411,-1.9616,8.8485,0,REST
5586,21.8203125,3.9056,-1.6509,-6.5204,7.9719,0,REST
5587,21.82421875,4.0111,-2.6274,-5.2505,12.6499,0,REST
5588,21.828125,8.0773,-2.5538,-4.476,10.9032,0,REST
5589,21.83203125,7.6356,-3.3083,-8.3953,7.8433,0,REST
5590,21.8359375,6.8447,-4.3013,-1.0498,10.9195,0,REST
5591,21.83984375,8.7823,-0.792,-5.1449,11.0173,0,REST
5592,21.84375,8.2148,-3.405,-0.1699,5.5219,0,REST
5593,21.84765625,6.3569,-1.4792,-1.8598,5.0664,0,REST
5594,21.8515625,4.0583,-0.3104,2.6815,-2.2017,0,REST
5595,21.85546875,4.8605,-0.8954,5.5349,0.4241,0,REST
5596,21.859375,2.5657,0.4336,6.0963,-4.255,0,REST
5597,21.86328125,-2.0503,1.1794,9.1106,-11.5127,0,REST
5598,21.8671875,-4.161,3.5453,8.9478,-6.9612,0,REST
5599,21.87109375,-8.5233,6.7182,8.3061,-10.782,0,REST
5600,21.875,-4.2331,2.0632,7.3832,-13.0121,0,REST
5601,21.87890625,-8.9978,5.1989,8.0507,-10.1135,0,REST
5602,21.8828125,-7.5454,6.1984,5.7221,-4.9522,0,REST
5603,21.88671875,-6.4227,-0.6279,5.8723,-6.1577,0,REST
5604,21.890625,-7.7039,-2.384,1.2929,-3.4418,0,REST
5605,21.89453125,-6.9508,3.753,-1.3945,-2.6901,0,REST
5606,21.8984375,-4.3173,-1.5975,-0.89,0.9828,0,REST
5607,21.90234375,-6.0849,-0.8806,-4.4845,1.4004,0,REST
5608,21.90625,2.5436,-1.18,-9.9899,4.362,0,REST
5609,21.91015625,3.7692,4.2064,-7.7432,6.5001,0,REST
5610,21.9140625,7.6282,0.2265,-11.921,7.5941,0,REST
5611,21.91796875,6.6901,2.2786,-12.2573,7.9635,0,REST
5612,21.921875,5.6563,-0.0915,-12.3616,10.642,0,REST
5613,21.92578125,11.549,-4.4559,-11.0527,6.5862,0,REST
5614,21.9296875,10.3745,-1.2278,-7.6552,4.6381,0,REST
5615,21.93359375,10.778,-1.952,-5.0351,7.4724,0,REST
5616,21.9375,10.3635,-0.6582,-5.3337,1.3886,0,REST
5617,21.94140625,5.996,-2.7446,-2.4451,-0.9103,0,REST
5618,21.9453125,8.4515,1.3276,2.4073,-2.388,0,REST
5619,21.94921875,1.605,-2.3622,1.8184,-3.8644,0,REST
5620,21.953125,1.5313,-1.97,8.6064,-4.0633,0,REST
5621,21.95703125,-2.4274,-3.5323,11.351,-7.1649,0,REST
5622,21.9609375,-6.0572,0.49,13.2811,-5.7571,0,REST
5623,21.96484375,-9.8359,-0.0507,13.0677,-6.6448,0,REST
5624,21.96875,-12.4009,1.154,11.9279,-3.9318,0,REST
5625,21.97265625,-11.4968,-0.6936,9.987,-6.5453,0,REST
5626,21.9765625,-12.3471,2.5755,11.7227,-5.3539,0,REST
5627,21.98046875,-12.7658,1.6323,7.6174,-3.7199,0,REST
5628,21.984375,-14.2561,2.3872,4.2096,-2.2012,0,REST
5629,21.98828125,-8.6577,5.409,2.4161,-1.7166,0,REST
5630,21.9921875,-6.8765,2.6319,4.8052,-2.2766,0,REST
5631,21.99609375,-5.7913,3.3737,-6.6043,-0.0247,0,REST
5632,22.0,-2.498,3.4144,-9.1689,5.3041,0,REST
5633,22.00390625,2.9331,3.645,-11.6907,4.7555,0,REST
5634,22.0078125,4.7724,3.4201,-11.4941,3.1316,0,REST
5635,22.01171875,7.7091,7.8785,-12.3595,5.236,0,REST
5636,22.015625,11.3699,6.0966,-12.7336,3.1734,0,REST
5637,22.01953125,15.5405,5.2659,-10.6063,6.2873,0,REST
5638,22.0234375,11.8418,0.6593,-7.304,0.9974,0,REST
5639,22.02734375,10.531,-2.742,-6.2148,1.4686,0,REST
5640,22.03125,10.4795,-5.0183,-4.8174,-1.0431,0,REST
5641,22.03515625,8.9862,-6.6787,-3.0145,1.6168,0,REST
5642,22.0390625,5.4218,-8.0127,2.8205,3.0528,0,REST
5643,22.04296875,3.2451,-3.9669,8.0937,1.8396,0,REST
5644,22.046875,0.2675,-8.9477,8.4357,1.9343,0,REST
5645,22.05078125,-3.7443,-6.8036,9.1525,-3.5967,0,REST
5646,22.0546875,-6.3972,-3.2915,12.844,0.4745,0,REST
5647,22.05859375,-10.4562,-2.7443,13.3134,-3.3104,0,REST
5648,22.0625,-11.5735,-1.8974,12.8186,-3.2791,0,REST
5649,22.06640625,-14.9521,-2.1138,11.2053,-0.9296,0,REST
5650,22.0703125,-8.749,3.9672,15.4581,-1.8515,0,REST
5651,22.07421875,-11.6556,4.3941,6.8029,-0.9033,0,REST
5652,22.078125,-9.2541,6.1453,7.8787,-5.3995,0,REST
5653,22.08203125,-7.2277,8.2916,-0.4574,-6.7343,0,REST
5654,22.0859375,-3.6668,6.7683,1.3772,-4.2532,0,REST
5655,22.08984375,-4.8516,7.8803,-3.1994,-1.4459,0,REST
5656,22.09375,2.9832,7.2815,-5.6655,-0.053,0,REST
5657,22.09765625,1.9784,9.5152,-10.6033,3.6443,0,REST
5658,22.1015625,8.095,9.0107,-9.9953,-1.1276,0,REST
5659,22.10546875,8.8151,9.5096,-10.6147,0.5333,0,REST
5660,22.109375,10.5258,3.1488,-9.4718,2.0032,0,REST
5661,22.11328125,10.0828,0.8374,-8.9101,1.0068,0,REST
5662,22.1171875,11.9375,-5.3709,-6.7686,8.1807,0,REST
5663,22.12109375,8.2076,-2.6014,-7.5913,4.4449,0,REST
5664,22.125,10.3524,-7.8173,-3.8817,1.0857,0,REST
5665,22.12890625,6.6241,-9.3909,-4.7602,6.2849,0,REST
5666,22.1328125,4.6189,-9.381,2.7464,7.5082,0,REST
5667,22.13671875,1.3595,-9.0128,4.2576,7.4267,0,REST
5668,22.140625,-0.9389,-10.295,2.4793,3.6533,0,REST
5669,22.14453125,-4.1222,-10.389,3.2886,-0.5785,0,REST
5670,22.1484375,-1.1723,-10.3491,4.3199,4.0793,0,REST
5671,22.15234375,1.3106,-6.0687,1.7293,-2.249,0,REST
5672,22.15625,-10.9447,-5.7629,6.9976,-1.9719,0,REST
5673,22.16015625,-7.2585,-0.5011,6.1814,-2.3463,0,REST
5674,22.1640625,-8.8259,-1.0869,6.3406,-5.7942,0,REST
5675,22.16796875,-5.4685,2.938,6.092,-10.0329,0,REST
5676,22.171875,-6.1396,5.9343,6.4622,-7.2416,0,REST
5677,22.17578125,-3.9173,8.1275,4.7687,-8.2552,0,REST
5678,22.1796875,-3.0333,9.3157,-0.2595,-7.5136,0,REST
5679,22.18359375,1.2963,11.1459,-3.3905,-7.4098,0,REST
5680,22.1875,0.4556,12.097,0.6258,-4.2809,0,REST
5681,22.19140625,0.1968,9.0381,-2.205,-3.463,0,REST
5682,22.1953125,3.2048,9.5349,-2.3686,-3.6486,0,REST
5683,22.19921875,4.5595,5.6811,-4.0537,-0.2238,0,REST
5684,22.203125,4.6903,6.875,-6.6263,3.1848,0,REST
5685,22.20703125,5.1572,5.707,-2.7365,3.8162,0,REST
5686,22.2109375,5.2571,-1.5279,-2.8593,5.9955,0,REST
5687,22.21484375,0.2036,-7.3631,-3.7913,10.387,0,REST
5688,22.21875,6.5939,-7.9425,-2.6117,9.0143,0,REST
5689,22.22265625,1.9032,-9.5698,-4.0686,10.1843,0,REST
5690,22.2265625,2.2298,-10.9838,-0.0893,6.1107,0,REST
5691,22.23046875,-0.8349,-11.8013,-1.696,8.6757,0,REST
5692,22.234375,0.8703,-10.3608,-2.896,8.8015,0,REST
5693,22.23828125,2.6762,-8.3784,-2.8937,5.7431,0,REST
5694,22.2421875,-1.3518,-11.1998,0.7599,2.0275,0,REST
5695,22.24609375,-0.7278,-10.0743,-1.0951,0.2071,0,REST
5696,22.25,2.6627,-6.8267,-1.1228,-2.1909,0,REST
5697,22.25390625,-0.4009,-3.1922,-0.3327,-9.2718,0,REST
5698,22.2578125,-0.9117,1.0553,3.911,-9.0958,0,REST
5699,22.26171875,-0.5834,3.0698,4.3285,-12.2317,0,REST
5700,22.265625,-7.932,5.2756,4.6733,-10.9384,0,REST
5701,22.26953125,-5.0118,7.1583,1.056,-12.0288,0,REST
5702,22.2734375,1.7526,9.3024,1.0022,-13.2189,0,REST
5703,22.27734375,-4.4097,11.6839,6.6099,-9.9454,0,REST
5704,22.28125,-2.7595,12.3882,6.8138,-5.6326,0,REST
5705,22.28515625,-5.7865,12.7248,3.7673,-5.5017,0,REST
5706,22.2890625,-5.106,9.9592,3.8763,-0.8465,0,REST
5707,22.29296875,-4.6588,9.2728,4.9835,2.7734,0,REST
5708,22.296875,-2.484,8.5748,2.4906,8.4267,0,REST
5709,22.30078125,-2.509,2.4072,1.8579,7.898,0,REST
5710,22.3046875,0.5695,1.3838,-1.33,12.5537,0,REST
5711,22.30859375,0.0456,-0.8678,-5.6647,11.8875,0,REST
5712,22.3125,4.1749,-4.7515,-4.2271,12.9599,0,REST
5713,22.31640625,4.5078,-8.5143,-4.0273,13.1615,0,REST
5714,22.3203125,3.5982,-11.6455,-4.5032,9.4421,0,REST
5715,22.32421875,3.7243,-11.4826,-7.7241,6.8159,0,REST
5716,22.328125,5.4755,-13.1683,-11.1459,3.631,0,REST
5717,22.33203125,8.433,-10.5922,-8.8369,5.5188,0,REST
5718,22.3359375,4.1411,-8.8266,-12.8946,1.3193,0,REST
5719,22.33984375,7.003,-6.6125,-9.6222,-4.2111,0,REST
5720,22.34375,5.1879,-2.2844,-4.5781,-3.2975,0,REST
5721,22.34765625,5.9789,-4.0716,-5.9437,-11.7247,0,REST
5722,22.3515625,1.2793,-3.253,-1.3518,-8.9223,0,REST
5723,22.35546875,0.4397,2.1849,1.9195,-12.9982,0,REST
5724,22.359375,-1.7024,8.3679,2.3313,-11.0295,0,REST
5725,22.36328125,-4.6314,8.67,6.0313,-11.765,0,REST
5726,22.3671875,-7.6883,12.9784,5.8261,-9.9453,0,REST
5727,22.37109375,-7.4698,12.0783,5.4152,-7.3688,0,REST
5728,22.375,-7.4906,9.6974,5.5064,-4.1366,0,REST
5729,22.37890625,-9.667,11.9687,9.1271,-3.6222,0,REST
5730,22.3828125,-12.1745,14.4016,7.9477,3.4103,0,REST
5731,22.38671875,-9.6789,10.2104,8.663,6.2834,0,REST
5732,22.390625,-9.3688,6.6406,8.9112,8.4378,0,REST
5733,22.39453125,-6.7222,0.4061,5.2948,6.5552,0,REST
5734,22.3984375,-6.6177,-1.6458,4.1444,11.0478,0,REST
5735,22.40234375,-6.854,-1.4561,3.3501,12.7836,0,REST
5736,22.40625,-1.6898,-9.51,-3.2273,11.064,0,REST
5737,22.41015625,4.1992,-8.661,-3.4184,8.7251,0,REST
5738,22.4140625,3.903,-13.1655,-7.8774,8.1827,0,REST
5739,22.41796875,6.3025,-12.117,-7.2758,4.453,0,REST
5740,22.421875,9.4661,-14.4247,-14.1894,2.4085,0,REST
5741,22.42578125,13.217,-11.539,-7.9857,-2.6015,0,REST
5742,22.4296875,14.3724,-12.1333,-16.089,-2.2293,0,REST
5743,22.43359375,14.4167,-6.8887,-10.7763,-7.7729,0,REST
5744,22.4375,9.7774,-8.4356,-7.1919,-5.6616,0,REST
5745,22.44140625,9.1881,-3.3896,-8.3647,-10.649,0,REST
5746,22.4453125,6.2168,-1.0154,-6.5275,-11.8226,0,REST
5747,22.44921875,4.2139,3.5556,-3.498,-15.8307,0,REST
5748,22.453125,1.6385,2.0141,0.7403,-7.1946,0,REST
5749,22.45703125,-2.645,12.3981,6.9597,-7.39,0,REST
5750,22.4609375,-6.4173,5.8739,7.5802,-6.9814,0,REST
5751,22.46484375,-12.2086,11.3167,7.3246,-5.6612,0,REST
5752,22.46875,-8.0089,10.4815,12.9482,-1.1449,0,REST
5753,22.47265625,-15.1082,9.4468,14.52,5.2844,0,REST
5754,22.4765625,-12.6998,7.9567,13.2858,8.0125,0,REST
5755,22.48046875,-12.2621,8.2847,14.0106,6.1506,0,REST
5756,22.484375,-9.649,6.5317,11.7474,9.8968,0,REST
5757,22.48828125,-8.3704,1.0465,10.6943,9.5276,0,REST
5758,22.4921875,-8.2158,-2.7022,7.317,11.9323,0,REST
5759,22.49609375,-3.291,-3.7951,6.2548,7.605,0,REST
5760,22.5,-2.1955,-4.7355,1.6661,10.4632,0,REST
5761,22.50390625,3.4321,-0.7089,-3.0282,11.2855,0,REST
5762,22.5078125,2.0475,-6.5884,-4.4957,4.5058,0,REST
5763,22.51171875,6.6017,-9.3953,-5.5924,3.407,0,REST
5764,22.515625,12.2946,-7.7173,-9.4494,0.2256,0,REST
5765,22.51953125,9.6916,-7.0613,-10.9398,-3.4384,0,REST
5766,22.5234375,10.3234,-6.7836,-11.3058,-2.9273,0,REST
5767,22.52734375,14.2338,-6.0847,-11.3176,-6.2557,0,REST
5768,22.53125,10.8846,-2.3379,-11.8049,-4.4637,0,REST
5769,22.53515625,7.4975,-1.8022,-8.4992,-6.7834,0,REST
5770,22.5390625,8.3138,-1.4364,-6.6059,-6.7937,0,REST
5771,22.54296875,4.0117,3.7097,-5.0656,-8.4584,0,REST
5772,22.546875,0.4652,5.2982,-1.6553,-4.9535,0,REST
5773,22.55078125,-3.4169,5.118,3.7337,-0.9273,0,REST
5774,22.5546875,-8.7985,3.3642,8.6468,-3.3804,0,REST
5775,22.55859375,-5.682,8.0876,4.7062,0.0454,0,REST
5776,22.5625,-9.1679,2.6485,12.3576,-2.7993,0,REST
5777,22.56640625,-9.1869,9.1495,12.6954,2.7695,0,REST
5778,22.5703125,-11.5319,8.9256,9.036,3.3022,0,REST
5779,22.57421875,-11.1223,2.943,12.4332,7.2021,0,REST
5780,22.578125,-8.7975,1.1199,10.369,4.3054,0,REST
5781,22.58203125,-6.1924,4.2396,7.2647,4.9203,0,REST
5782,22.5859375,-3.8496,4.1483,4.7635,1.8188,0,REST
5783,22.58984375,-5.6683,-0.0896,3.8181,5.6853,0,REST
5784,22.59375,1.0633,-3.1201,1.7376,2.9118,0,REST
5785,22.59765625,5.7758,-1.6812,-0.6947,4.366,0,REST
5786,22.6015625,7.728,-3.2982,-5.1607,3.415,0,REST
5787,22.60546875,8.6495,-3.7475,-8.7786,4.2809,0,REST
5788,22.609375,7.7231,-10.2773,-7.52,-0.3121,0,REST
5789,22.61328125,11.9226,-4.9205,-12.542,-7.3688,0,REST
5790,22.6171875,14.2563,-5.7764,-10.4733,2.0271,0,REST
5791,22.62109375,9.4021,-7.4517,-8.8497,-2.3232,0,REST
5792,22.625,5.7987,-2.0607,-10.6808,-3.7064,0,REST
5793,22.62890625,6.7977,-3.4249,-7.1885,-2.2169,0,REST
5794,22.6328125,2.0718,-3.1059,-1.2681,0.0804,0,REST
5795,22.63671875,-0.6019,0.9737,-2.5322,-2.3369,0,REST
5796,22.640625,-0.8354,4.2969,-1.572,-4.9501,0,REST
5797,22.64453125,0.0071,1.4794,1.9487,-0.1032,0,REST
5798,22.6484375,-3.4346,0.9757,2.8562,-1.7156,0,REST
5799,22.65234375,-4.559,2.7935,3.5375,-2.3759,0,REST
5800,22.65625,-9.7352,5.1512,5.9076,-1.6496,0,REST
5801,22.66015625,-1.6914,-2.2778,7.5217,-1.6077,0,REST
5802,22.6640625,-8.4803,3.343,10.8132,2.0855,0,REST
5803,22.66796875,-5.9609,2.8601,7.5623,-2.6952,0,REST
5804,22.671875,-7.5372,3.0994,6.9786,0.2733,0,REST
5805,22.67578125,-7.7775,2.3227,7.08,-0.9928,0,REST
5806,22.6796875,-3.3346,0.8165,2.9038,2.6093,0,REST
5807,22.68359375,-1.2549,1.8627,4.6183,2.833,0,REST
5808,22.6875,-3.6335,4.5033,0.9388,-0.4937,0,REST
5809,22.69140625,-1.7529,4.4285,0.4304,3.0198,0,REST
5810,22.6953125,2.3828,0.0805,-1.2069,4.7348,0,REST
5811,22.69921875,4.1931,-0.3191,-1.6746,4.6923,0,REST
5812,22.703125,2.644,0.4909,-1.3274,5.1046,0,REST
5813,22.70703125,7.8193,1.7347,-6.1181,6.0899,0,REST
5814,22.7109375,4.7572,-0.9319,-4.5299,3.198,0,REST
5815,22.71484375,4.4312,-0.1673,-2.5571,4.5802,0,REST
5816,22.71875,5.2416,-0.6039,0.1238,2.1655,0,REST
5817,22.72265625,6.0343,-3.2995,-4.9799,0.8102,0,REST
5818,22.7265625,3.8694,-2.3379,-6.6568,-1.6077,0,REST
5819,22.73046875,2.1363,-4.1014,-5.717,-4.9467,0,REST
5820,22.734375,1.5784,-0.69,-4.7468,-5.9638,0,REST
5821,22.73828125,-1.3267,-0.4536,-1.8687,-7.069,0,REST
5822,22.7421875,1.3066,-0.0694,-2.6371,-5.0609,0,REST
5823,22.74609375,-0.5651,-2.1913,-2.6531,-6.7321,0,REST
5824,22.75,-1.0374,-1.7667,-4.6702,-7.2447,0,REST
5825,22.75390625,2.1804,-1.3695,-0.8995,-7.1058,0,REST
5826,22.7578125,-0.9863,1.8691,2.0209,-6.4137,0,REST
5827,22.76171875,-2.8372,2.4294,2.2412,-5.9105,0,REST
5828,22.765625,-4.1728,3.9852,1.5557,-0.3701,0,REST
5829,22.76953125,0.7645,1.8171,2.8134,1.1796,0,REST
5830,22.7734375,-3.947,5.3609,2.8496,-0.4664,0,REST
5831,22.77734375,-0.6839,4.1151,1.931,5.3111,0,REST
5832,22.78125,-6.691,5.0069,2.1507,5.4991,0,REST
5833,22.78515625,-2.1209,2.5906,2.2877,6.7692,0,REST
5834,22.7890625,-2.8504,6.3671,8.1577,11.0247,0,REST
5835,22.79296875,-3.1415,1.6441,10.4112,8.6641,0,REST
5836,22.796875,-1.2697,3.9749,5.5924,11.3421,0,REST
5837,22.80078125,-8.784,-0.0816,5.0904,8.3331,0,REST
5838,22.8046875,-0.4518,-4.0397,1.9998,7.4785,0,REST
5839,22.80859375,4.1504,2.6007,1.2144,6.5964,0,REST
5840,22.8125,1.1103,-2.4977,0.7797,4.5486,0,REST
5841,22.81640625,4.0976,-1.5565,0.7546,-0.4762,0,REST
5842,22.8203125,6.5136,-5.492,-1.2408,-2.2538,0,REST
5843,22.82421875,5.6253,-3.7366,-2.476,-5.8505,0,REST
5844,22.828125,7.3754,-7.0935,-4.4504,-6.9425,0,REST
5845,22.83203125,8.1136,-4.7108,-3.7462,-8.7481,0,REST
5846,22.8359375,7.8214,-6.7766,-4.679,-11.5022,0,REST
5847,22.83984375,7.465,-3.9095,-5.4555,-13.4375,0,REST
5848,22.84375,8.9738,-6.9785,-7.2301,-10.5086,0,REST
5849,22.84765625,7.6036,-3.1685,-3.9819,-8.5408,0,REST
5850,22.8515625,1.7455,1.3298,-7.0562,-6.3608,0,REST
5851,22.85546875,0.1715,-1.2837,0.2552,-6.7814,0,REST
5852,22.859375,2.6107,2.3197,-4.6886,-1.5562,0,REST
5853,22.86328125,-0.5102,7.3052,-2.3859,-3.4936,0,REST
5854,22.8671875,-2.6751,7.2237,2.5813,4.1726,0,REST
5855,22.87109375,-7.1602,7.8408,2.4834,8.0301,0,REST
5856,22.875,-9.4517,9.1409,7.2421,11.543,0,REST
5857,22.87890625,-7.8088,6.7017,7.0769,14.737,0,REST
5858,22.8828125,-9.8592,13.3788,5.3649,12.2788,0,REST
5859,22.88671875,-10.6135,5.6796,10.8922,15.0495,0,REST
5860,22.890625,-7.6438,4.2996,13.9577,13.7193,0,REST
5861,22.89453125,-9.3837,3.1832,9.3498,11.8858,0,REST
5862,22.8984375,-7.2157,0.15,6.4656,10.743,0,REST
5863,22.90234375,-3.0432,0.7875,9.5049,2.4381,0,REST
5864,22.90625,-1.9241,-6.168,4.9894,-2.0352,0,REST
5865,22.91015625,1.859,-4.6776,2.8319,-2.7674,0,REST
5866,22.9140625,4.6847,-8.4511,0.0782,-7.1771,0,REST
5867,22.91796875,3.1358,-10.5886,-1.6174,-7.6564,0,REST
5868,22.921875,9.333,-10.1504,-5.1433,-14.2328,0,REST
5869,22.92578125,12.6372,-10.286,-9.9841,-14.1721,0,REST
5870,22.9296875,10.854,-8.4474,-13.8325,-14.7983,0,REST
5871,22.93359375,12.3804,-10.7366,-12.5383,-10.3868,0,REST
5872,22.9375,9.1687,-4.0936,-13.4921,-14.1974,0,REST
5873,22.94140625,8.3994,-7.6259,-11.0026,-5.0473,0,REST
5874,22.9453125,9.6465,-0.1602,-10.0176,-5.3181,0,REST
5875,22.94921875,5.3564,0.6004,-6.6454,-5.6392,0,REST
5876,22.953125,-0.4339,3.8168,-7.3047,-0.5436,0,REST
5877,22.95703125,-4.7179,9.751,-6.3791,5.2085,0,REST
5878,22.9609375,-10.1723,7.4418,-1.5591,9.4075,0,REST
5879,22.96484375,-8.9421,8.2506,1.1921,12.5565,0,REST
5880,22.96875,-9.5993,10.7662,2.2131,11.9738,0,REST
5881,22.97265625,-10.5435,13.6944,10.0367,10.5701,0,REST
5882,22.9765625,-10.2541,12.8693,10.5101,12.3897,0,REST
5883,22.98046875,-12.968,8.9273,9.731,12.4484,0,REST
5884,22.984375,-10.0349,6.3294,14.1372,9.9963,0,REST
5885,22.98828125,-6.1196,3.2508,12.6943,5.5226,0,REST
5886,22.9921875,-7.8011,0.0207,11.8335,1.5462,0,REST
5887,22.99609375,-2.6233,-1.6336,13.1396,1.1766,0,REST
5888,23.0,-0.5265,-1.1037,6.9549,-1.0932,0,REST
5889,23.00390625,2.5185,-8.8639,4.245,-2.262,0,REST
5890,23.0078125,3.1067,-12.7054,6.6753,-10.7073,0,REST
5891,23.01171875,11.2514,-11.5827,0.1597,-11.2937,0,REST
5892,23.015625,10.3455,-12.1436,-7.4367,-13.6184,0,REST
5893,23.01953125,11.8765,-9.9103,-6.8635,-11.3035,0,REST
5894,23.0234375,13.3822,-9.038,-8.58,-12.0763,0,REST
5895,23.02734375,12.0176,-12.8761,-13.1673,-7.2657,0,REST
5896,23.03125,10.8355,-6.9172,-11.6629,-7.7495,0,REST
5897,23.03515625,9.1591,-3.5647,-10.8856,-4.2039,0,REST
5898,23.0390625,5.1563,-3.2904,-13.6279,-2.1118,0,REST
5899,23.04296875,4.2145,2.1301,-9.1474,3.4476,0,REST
5900,23.046875,-4.4434,0.5086,-8.5638,6.0681,0,REST
5901,23.05078125,-4.531,9.7117,-6.9429,6.2946,0,REST
5902,23.0546875,-4.2841,6.3048,1.2456,6.1461,0,REST
5903,23.05859375,-8.3272,10.6877,-0.2749,10.7475,0,REST
5904,23.0625,-12.7298,10.9562,5.9969,11.8121,0,REST
5905,23.06640625,-14.3051,13.6922,4.2877,9.4304,0,REST
5906,23.0703125,-12.1657,13.2242,9.7303,8.8055,0,REST
5907,23.07421875,-6.4604,8.8416,11.9,9.52,0,REST
5908,23.078125,-9.6652,8.3984,12.2336,6.2844,0,REST
5909,23.08203125,-10.8596,4.7746,10.2823,4.9221,0,REST
5910,23.0859375,-8.0708,3.1545,8.6623,-1.8488,0,REST
5911,23.08984375,-0.0835,-1.2512,10.2321,1.7206,0,REST
5912,23.09375,1.0719,-6.2184,6.8968,-3.7932,0,REST
5913,23.09765625,5.783,-9.1295,7.0098,-3.2751,0,REST
5914,23.1015625,8.3864,-10.4828,2.8147,-9.3672,0,REST
5915,23.10546875,9.2261,-12.1488,-2.8943,-9.0539,0,REST
5916,23.109375,8.4305,-12.1164,-3.9245,-8.0613,0,REST
5917,23.11328125,11.9535,-10.5675,-6.0998,-7.7631,0,REST
5918,23.1171875,9.3124,-9.4904,-2.9974,-6.3014,0,REST
5919,23.12109375,12.676,-7.649,-10.6589,-3.7887,0,REST
5920,23.125,9.5808,-9.1582,-11.3707,-4.8365,0,REST
